tag,beta,N,T,epsilon,mu,seed,variance,engagement,update_rate,bimodality,n_clusters
N_sweep,5,200,4000,0.15,0.3,12,0.07026637679610401,0.9020244604644113,0.71125,0.22566351474584934,3
N_sweep,5,200,4000,0.15,0.3,13,0.07413285929155979,0.9001788952645489,0.71825,0.21378484436269535,6
N_sweep,5,200,4000,0.15,0.3,14,0.06939790627493457,0.8898703097327717,0.6595,0.20976093260694792,7
N_sweep,5,200,4000,0.15,0.3,15,0.06567764427293418,0.9032079225501303,0.716,0.22766466819660794,4
N_sweep,5,200,4000,0.15,0.3,16,0.06461684072792591,0.8953001787200272,0.67625,0.2199605429371056,5
N_sweep,5,200,4000,0.15,0.3,17,0.051505543575617964,0.8831869970530495,0.626,0.20183771334994105,7
N_sweep,5,200,4000,0.15,0.3,18,0.06344984218132442,0.8972910581451496,0.69975,0.2189308319111077,3
N_sweep,5,200,4000,0.15,0.3,19,0.0628536546097454,0.8961354881498955,0.6885,0.2255227981007325,4
N_sweep,5,200,4000,0.15,0.3,20,0.0789388412293742,0.9094395307971497,0.73425,0.24093912690091368,6
N_sweep,5,200,4000,0.15,0.3,21,0.07128997333032246,0.8941443128612149,0.68225,0.23625036706650632,5
N_sweep,5,200,4000,0.15,0.3,22,0.07279445828580763,0.9037821568445351,0.7245,0.22111267368110182,4
N_sweep,5,200,4000,0.15,0.3,23,0.06933593736161002,0.9079477184097444,0.716,0.22762278234790215,5
N_sweep,5,200,4000,0.15,0.3,24,0.06301876992735918,0.9045355887768914,0.7355,0.2651385378461324,2
N_sweep,5,200,4000,0.15,0.3,25,0.08014693461968603,0.9133482585928024,0.7505,0.21869800029825875,5
N_sweep,5,200,4000,0.15,0.3,26,0.06903569260080213,0.9019947470099415,0.71375,0.21091759902695406,8
N_sweep,5,200,4000,0.15,0.3,27,0.07611713479215734,0.9113628277972451,0.74575,0.2372598715550149,4
N_sweep,5,200,4000,0.15,0.3,28,0.07008881885919323,0.898006336501543,0.69325,0.21969751473447302,5
N_sweep,5,200,4000,0.15,0.3,29,0.07846159110597166,0.9077321209514823,0.72475,0.22322229877907612,5
N_sweep,5,400,4000,0.15,0.3,0,0.06638391004316206,0.8804795740242063,0.656,0.22801065988534855,30
N_sweep,5,400,4000,0.15,0.3,1,0.06720307948738392,0.8794914159340531,0.662,0.23279045315114014,35
N_sweep,5,400,4000,0.15,0.3,2,0.07151935614932181,0.8860999936614872,0.687,0.2331291926648475,29
N_sweep,5,400,4000,0.15,0.3,3,0.0718219468959822,0.8783350383757615,0.6365,0.21808128481193176,34
N_sweep,5,400,4000,0.15,0.3,4,0.07390660083630805,0.8778004740922164,0.64675,0.21154994953953007,45
N_sweep,5,400,4000,0.15,0.3,5,0.08018556214578254,0.8815139850367607,0.66075,0.22294989355418185,37
