beta,N,T,seed,variance,engagement,update_rate,bimodality,n_clusters
5,200,8000,18,0.07289008677384355,0.917394066954291,0.736625,0.22815557691721677,3
5,200,8000,19,0.07069746789710497,0.9177082343381978,0.738125,0.21868777252572014,5
5,200,8000,20,0.06487348328822586,0.9175065462016978,0.73325,0.2326079393791672,3
5,200,8000,21,0.07607398663148056,0.9211939315278567,0.753875,0.2240229516175823,5
5,200,8000,22,0.0747084811411268,0.9213501943406615,0.754,0.25301330763894997,3
5,200,8000,23,0.06963534856449256,0.9215434505614959,0.755375,0.2279454754036412,3
5,200,8000,24,0.07074459627401257,0.9200149313206257,0.75075,0.23383971356621733,3
5,200,8000,25,0.07816404365880876,0.9225867884593238,0.763375,0.2293785049188157,3
5,200,8000,26,0.07116839370479078,0.9195856460507474,0.749875,0.23200811156792128,4
5,200,8000,27,0.06870749836053415,0.9157801288885798,0.745375,0.2157512521982994,3
5,200,8000,28,0.07078104936307814,0.9193811821029959,0.749,0.23338677596129087,3
5,200,8000,29,0.06705415314919431,0.9189381927115922,0.743,0.2197839853899645,3
5,400,16000,0,0.06927268597557484,0.915596317791706,0.7375625,0.22320776991417257,3
5,400,16000,1,0.06671328258670493,0.910791955817471,0.7243125,0.21362544378359988,6
5,400,16000,2,0.07353411253273757,0.9187640118284245,0.7498125,0.22147708173772246,4
5,400,16000,3,0.06605676885586874,0.9154309571821513,0.733125,0.22646136143352444,3
5,400,16000,4,0.06653563110724972,0.9161904513538579,0.7365625,0.2175444359624005,5
5,400,16000,5,0.06542142912001561,0.9159653690752454,0.7345625,0.2403868442452906,3
5,400,16000,6,0.07228267938421466,0.9185042279316346,0.7355625,0.22752983605896537,7
5,400,16000,7,0.06716082352942182,0.9180416044801454,0.744375,0.2473885339357835,3
5,400,16000,8,0.06509580428311006,0.9124488653851768,0.722625,0.22853765959077268,3
5,400,16000,9,0.06693310281732882,0.9198019652748494,0.7448125,0.23282938653204638,3
5,400,16000,10,0.06619266278795513,0.9171781586980434,0.73675,0.2213764973091043,4
5,400,16000,11,0.07126901852048059,0.91770110505651,0.7440625,0.2234609090855464,5
5,400,16000,12,0.07724625406973862,0.9193327526150783,0.7504375,0.22814464089277178,4
5,400,16000,13,0.07607093190065883,0.9189882768633769,0.744,0.23858824561336792,4
5,400,16000,14,0.06728519329093072,0.9174440738470321,0.73975,0.22251627365102486,4
5,400,16000,15,0.07243853996309396,0.9200136658559993,0.7555625,0.21757491347295357,4
5,400,16000,16,0.07024855015944766,0.9144788410589696,0.7398125,0.2066166045115048,3
5,400,16000,17,0.06552697183701776,0.9116443456467508,0.7143125,0.20475206164868615,5
5,400,16000,18,0.06587535787055045,0.9176615334654656,0.7404375,0.23278244798406456,3
5,400,16000,19,0.07918327894444045,0.9035956054600073,0.658,0.2233056106940645,4
5,400,16000,20,0.07179228897499425,0.901016327330719,0.6381875,0.2139516523834458,4
5,400,16000,21,0.06302256852425783,0.9083803562833607,0.7054375,0.2331626073061168,5
5,400,16000,22,0.06260770771789381,0.9157130832677903,0.7359375,0.25298388488850565,4
5,400,16000,23,0.07229846998647702,0.9180451403649299,0.743625,0.2253591742970033,5
5,400,16000,24,0.07583209050393602,0.9182524430918506,0.7404375,0.2416750634061445,4
5,400,16000,25,0.06082790099925324,0.9115318009927973,0.717,0.22324135757360772,3
5,400,16000,26,0.07699957092939753,0.9241824081298953,0.7615625,0.25400357767414883,3
5,400,16000,27,0.06671160487616092,0.9206743561748864,0.7436875,0.23822063092550003,6
5,400,16000,28,0.0681171132618446,0.9158356101280419,0.73475,0.22696163671411776,3
5,400,16000,29,0.050290081867161794,0.9153480946082034,0.757625,0.26124152934610806,4
