tag,beta,N,T,epsilon,mu,seed,variance,engagement,update_rate,bimodality,n_clusters
beta_sweep,-2,100,4000,0.15,0.3,11,0.05841941889828264,0.7105086571461898,0.197,0.25911216508124624,6
beta_sweep,-2,100,4000,0.15,0.3,12,0.060524909200608844,0.7056563715168104,0.176,0.21730673341105752,6
beta_sweep,-2,100,4000,0.15,0.3,13,0.05336170825374498,0.7196634903273867,0.21,0.2038282719883947,6
beta_sweep,-2,100,4000,0.15,0.3,14,0.07233853096054041,0.6870634067004765,0.1925,0.1977721718889165,6
beta_sweep,-2,100,4000,0.15,0.3,15,0.058569057360050254,0.702095970905472,0.2185,0.2356413040205007,6
beta_sweep,-2,100,4000,0.15,0.3,16,0.06705381461129728,0.694146909921801,0.18875,0.26389499251200665,4
beta_sweep,-2,100,4000,0.15,0.3,17,0.06508495816994103,0.6969183922406864,0.16525,0.22042622260991115,6
beta_sweep,-2,100,4000,0.15,0.3,18,0.07385729594584886,0.6820936216678006,0.178,0.212839002223028,4
beta_sweep,-2,100,4000,0.15,0.3,19,0.062196800166881644,0.6917387332792881,0.1945,0.23055660996386626,8
beta_sweep,-2,100,4000,0.15,0.3,20,0.06984160887953753,0.6890348407134963,0.177,0.22654271584878916,5
beta_sweep,-2,100,4000,0.15,0.3,21,0.07155036490726838,0.6798536134924972,0.15075,0.20926109348727343,8
beta_sweep,-2,100,4000,0.15,0.3,22,0.07072191815556438,0.6880592375408866,0.17275,0.2221146035474377,6
beta_sweep,-2,100,4000,0.15,0.3,23,0.06478569354143493,0.6996868665031429,0.18125,0.20650902103611513,5
beta_sweep,-2,100,4000,0.15,0.3,24,0.05841810605800072,0.7147567619950661,0.184,0.20565255326086868,6
beta_sweep,-2,100,4000,0.15,0.3,25,0.06794405151119534,0.6902708367260879,0.152,0.2111251196407366,7
beta_sweep,-2,100,4000,0.15,0.3,26,0.06752315348907321,0.6994821891359817,0.195,0.23609673286413113,5
beta_sweep,-2,100,4000,0.15,0.3,27,0.07286278313236359,0.6760151599598102,0.166,0.2240188441210825,6
beta_sweep,-2,100,4000,0.15,0.3,28,0.055044910262166666,0.718967056370446,0.2305,0.18233070675754048,6
beta_sweep,-2,100,4000,0.15,0.3,29,0.08021321678062296,0.6734448105353317,0.14975,0.20586797477622032,4
beta_sweep,-1,100,4000,0.15,0.3,0,0.08822062393789727,0.6927040088591742,0.218,0.21589832137553455,5
beta_sweep,-1,100,4000,0.15,0.3,1,0.07417633164786804,0.7112083977764434,0.21775,0.22037572569265557,6
beta_sweep,-1,100,4000,0.15,0.3,2,0.0850810220677141,0.6957764960067613,0.2285,0.22511390067786166,3
beta_sweep,-1,100,4000,0.15,0.3,3,0.06713514915979374,0.7186588415589725,0.2845,0.24169583901445105,3
beta_sweep,-1,100,4000,0.15,0.3,4,0.06352102056381205,0.7348106775128435,0.24775,0.25675160442001127,3
beta_sweep,-1,100,4000,0.15,0.3,5,0.06589620012507552,0.7274866768915927,0.233,0.21917210021997152,5
beta_sweep,-1,100,4000,0.15,0.3,6,0.07598772956642091,0.7042183056285899,0.1895,0.21233597991287861,7
beta_sweep,-1,100,4000,0.15,0.3,7,0.06668894314078705,0.7211628491977449,0.2355,0.23595672578561683,4
beta_sweep,-1,100,4000,0.15,0.3,8,0.08404264192611192,0.6958651682073607,0.21575,0.23322972998340988,5
beta_sweep,-1,100,4000,0.15,0.3,9,0.07069088955038925,0.717008296654928,0.2285,0.21876522985093946,3
beta_sweep,-1,100,4000,0.15,0.3,10,0.07511306442486652,0.7065383358025135,0.22375,0.22361443309576845,4
beta_sweep,-1,100,4000,0.15,0.3,11,0.06436276126230911,0.7257389525702354,0.225,0.2172536006424246,6
beta_sweep,-1,100,4000,0.15,0.3,12,0.06166962652486275,0.7398407122352582,0.251,0.20910960638356932,5
