tag,beta,epsilon,N,T,mu,seed,variance,engagement,update_rate,bimodality,n_clusters
eps_sweep,0,0.2,100,4000,0.3,3,0.04908399667885896,0.79225132460728,0.46725,0.34030611591924737,2
eps_sweep,0,0.2,100,4000,0.3,4,0.06056243581489463,0.7663270772377758,0.402,0.286618580436595,2
eps_sweep,0,0.2,100,4000,0.3,5,0.07182083715950573,0.7779285433463368,0.48125,0.26825863946516326,2
eps_sweep,0,0.2,100,4000,0.3,6,0.05668856747634809,0.783790836138512,0.4495,0.253923071524917,3
eps_sweep,0,0.2,100,4000,0.3,7,0.05988512337848326,0.7896385209879085,0.4805,0.25495150615906725,2
eps_sweep,0,0.2,100,4000,0.3,8,0.0549570645531161,0.79061001756738,0.4585,0.24460898198213368,2
eps_sweep,0,0.2,100,4000,0.3,9,0.0795898037150229,0.7645043456476924,0.411,0.26093235485892136,3
eps_sweep,0,0.2,100,4000,0.3,10,0.04656356475833864,0.8004776348030918,0.48675,0.32304401145050404,4
eps_sweep,0,0.2,100,4000,0.3,11,0.061646666290667874,0.7779669728838426,0.449,0.2502334408307519,4
eps_sweep,0,0.2,100,4000,0.3,12,0.056459370335713306,0.7906013190767606,0.4695,0.25181652340677124,3
eps_sweep,0,0.2,100,4000,0.3,13,0.06109388696742268,0.783376298523712,0.4575,0.24377548594015916,3
eps_sweep,0,0.2,100,4000,0.3,14,0.03626033603008122,0.8354321832807899,0.56525,0.30085031282307517,4
eps_sweep,0,0.2,100,4000,0.3,15,0.04349129688653271,0.8097896178847844,0.4925,0.2943168610114415,2
eps_sweep,0,0.2,100,4000,0.3,16,0.05265735351986206,0.7977276285607182,0.4425,0.23405495025245948,6
eps_sweep,0,0.2,100,4000,0.3,17,0.0606560241174274,0.7786224310476136,0.45025,0.2530486720963688,3
eps_sweep,0,0.2,100,4000,0.3,18,0.056129019680258664,0.799973735488913,0.50575,0.2943149078423933,2
eps_sweep,0,0.2,100,4000,0.3,19,0.054792244061179725,0.7942172937750882,0.47225,0.2517002921608606,2
eps_sweep,0,0.2,100,4000,0.3,20,0.05116938560443503,0.7937933117229151,0.42275,0.20585071563794285,4
eps_sweep,0,0.2,100,4000,0.3,21,0.03007378087359639,0.825109461602716,0.559,0.6317772000525909,2
eps_sweep,0,0.2,100,4000,0.3,22,0.060249887774448105,0.789056877675734,0.479,0.25495149073236856,2
eps_sweep,0,0.2,100,4000,0.3,23,0.0652470418624696,0.7661142964972425,0.35775,0.2244371329527124,3
