tag,beta,epsilon,N,T,mu,seed,variance,engagement,update_rate,bimodality,n_clusters
eps_sweep,5,0.1,100,4000,0.3,25,0.07427088057354006,0.8929350510858624,0.5425,0.21503934860494556,5
eps_sweep,5,0.1,100,4000,0.3,26,0.07657324886216425,0.8914249685914684,0.55275,0.20371083850982163,5
eps_sweep,5,0.1,100,4000,0.3,27,0.07894905516040555,0.9022451878138988,0.6105,0.2253422087037255,4
eps_sweep,5,0.1,100,4000,0.3,28,0.07942304771549924,0.9006438658927222,0.60675,0.21497807666442556,6
eps_sweep,5,0.1,100,4000,0.3,29,0.06838478390316564,0.8916709646975287,0.5835,0.1968150335975639,4
eps_sweep,5,0.15,100,4000,0.3,0,0.07065210344400535,0.9126389737314797,0.71575,0.22134626113404685,3
eps_sweep,5,0.15,100,4000,0.3,1,0.05048860117034307,0.9105101691906075,0.70225,0.22270372257117418,3
eps_sweep,5,0.15,100,4000,0.3,2,0.07460430505491923,0.9186758131990149,0.726,0.22942023625548832,5
eps_sweep,5,0.15,100,4000,0.3,3,0.07162807696639967,0.9232007476077201,0.76075,0.23559367619330485,3
eps_sweep,5,0.15,100,4000,0.3,4,0.059075859012353196,0.9294732468128484,0.80725,0.3023153258103869,2
eps_sweep,5,0.15,100,4000,0.3,5,0.07031774455771017,0.9084072321307309,0.676,0.2125539632872788,4
eps_sweep,5,0.15,100,4000,0.3,6,0.06353162266302671,0.9129513309937961,0.72625,0.21543522634972034,3
eps_sweep,5,0.15,100,4000,0.3,7,0.06770273391851972,0.9203258032871704,0.75125,0.22063086996050002,4
eps_sweep,5,0.15,100,4000,0.3,8,0.0723794484290664,0.9117364736948979,0.70125,0.21437435760489984,4
eps_sweep,5,0.15,100,4000,0.3,9,0.06970998686700272,0.9211977637387946,0.73475,0.22654165966784842,4
eps_sweep,5,0.15,100,4000,0.3,10,0.05740186545496109,0.9291903931200738,0.79425,0.23749615837156018,4
eps_sweep,5,0.15,100,4000,0.3,11,0.07315087760045705,0.9219092862481411,0.75725,0.22785491560611423,3
eps_sweep,5,0.15,100,4000,0.3,12,0.07941087202733606,0.9204780809422641,0.76025,0.23140355643870789,3
eps_sweep,5,0.15,100,4000,0.3,13,0.07602434318234581,0.9207678296981175,0.751,0.21005559204740376,4
eps_sweep,5,0.15,100,4000,0.3,14,0.07880616769482697,0.9230565128035043,0.76475,0.21034424378775085,4
eps_sweep,5,0.15,100,4000,0.3,15,0.0691202770120856,0.9192994270321105,0.75525,0.21084295548202905,3
eps_sweep,5,0.15,100,4000,0.3,16,0.0633442619731691,0.9181419446805262,0.73675,0.24445130939812515,3
eps_sweep,5,0.15,100,4000,0.3,17,0.0816303559804937,0.9149590746334951,0.727,0.22493688866355746,4
eps_sweep,5,0.15,100,4000,0.3,18,0.07973435789006356,0.9051059741784818,0.661,0.20741828151294966,4
eps_sweep,5,0.15,100,4000,0.3,19,0.06629075166572257,0.9143636851142567,0.728,0.22016466438382842,3
eps_sweep,5,0.15,100,4000,0.3,20,0.0623474150991972,0.9168911876100515,0.74175,0.2004085298551272,3
eps_sweep,5,0.15,100,4000,0.3,21,0.0767057057084159,0.9186936924971641,0.75225,0.23530955099651155,3
eps_sweep,5,0.15,100,4000,0.3,22,0.07730108937416735,0.9087493216921911,0.69125,0.20423315348385312,4
eps_sweep,5,0.15,100,4000,0.3,23,0.09409169613755877,0.9245176209798298,0.75125,0.22620425178311798,4
eps_sweep,5,0.15,100,4000,0.3,24,0.082612577642121,0.9072627837679657,0.66725,0.20636562984149442,4
eps_sweep,5,0.15,100,4000,0.3,25,0.06201661153911318,0.9139729498630459,0.71175,0.24901074215895744,3
eps_sweep,5,0.15,100,4000,0.3,26,0.08567485200653051,0.924181435217469,0.7525,0.22680962100883367,4
eps_sweep,5,0.15,100,4000,0.3,27,0.08198975687347858,0.9230890846221578,0.76,0.22655473158631725,4
eps_sweep,5,0.15,100,4000,0.3,28,0.07173572133135017,0.9226971359725311,0.76225,0.2541384437198044,3
eps_sweep,5,0.15,100,4000,0.3,29,0.06570542169405087,0.92104191796154,0.7475,0.2264226995955247,3
eps_sweep,5,0.2,100,4000,0.3,0,0.06314705134864591,0.9205141966821233,0.7585,0.21859845652716972,3
eps_sweep,5,0.2,100,4000,0.3,1,0.059567541324232344,0.9203842723092726,0.75625,0.2460073229068997,3
eps_sweep,5,0.2,100,4000,0.3,2,0.07333312172057388,0.9400237671358146,0.842,0.2402960735655299,3
eps_sweep,5,0.2,100,4000,0.3,3,0.07100417185750006,0.925134652967056,0.78175,0.21198421710319046,3
eps_sweep,5,0.2,100,4000,0.3,4,0.05583128133672167,0.9374698875570365,0.85475,0.24904073007474248,2
eps_sweep,5,0.2,100,4000,0.3,5,0.0676424799378191,0.9455133780156189,0.87875,0.2791750428344921,3
eps_sweep,5,0.2,100,4000,0.3,6,0.052825140336643255,0.9151223336880735,0.7465,0.20315242199562886,3
eps_sweep,5,0.2,100,4000,0.3,7,0.07110955323648888,0.9266312289672095,0.78175,0.2296431135906877,3
eps_sweep,5,0.2,100,4000,0.3,8,0.07306382886790198,0.926716736903732,0.78875,0.20695360372147015,3
eps_sweep,5,0.2,100,4000,0.3,9,0.06330645493379004,0.9521319391572397,0.9045,0.31091481058778,2
eps_sweep,5,0.2,100,4000,0.3,10,0.06029437509231081,0.9214237634532981,0.75725,0.23182394329882994,3
eps_sweep,5,0.2,100,4000,0.3,11,0.05122430682400323,0.948652453057401,0.8855,0.30518076087359475,3
eps_sweep,5,0.2,100,4000,0.3,12,0.057709803138372075,0.9454069085652167,0.87525,0.26986134535108347,3
eps_sweep,5,0.2,100,4000,0.3,13,0.06994606345783579,0.9161216055003678,0.75875,0.2321049374643764,3
eps_sweep,5,0.2,100,4000,0.3,14,0.05880903569427491,0.9403600684444348,0.86775,0.25879467096665626,2
eps_sweep,5,0.2,100,4000,0.3,15,0.06380226429975706,0.9463449395501082,0.885,0.24431365495183457,2
eps_sweep,5,0.2,100,4000,0.3,16,0.07727722499114897,0.9544093475701482,0.913,0.27388047416100425,2
eps_sweep,5,0.2,100,4000,0.3,17,0.07620624331014571,0.9250746049151477,0.78425,0.2169755562594407,3
eps_sweep,5,0.2,100,4000,0.3,18,0.050466436332589695,0.9412152845218366,0.867,0.2869069410352209,2
eps_sweep,5,0.2,100,4000,0.3,19,0.05398139574672198,0.93882250356783,0.861,0.2490407300997908,2
eps_sweep,5,0.2,100,4000,0.3,20,0.06057580184375511,0.9139015129296054,0.7305,0.2333566340195612,3
eps_sweep,5,0.2,100,4000,0.3,21,0.04691958437835149,0.9383679875794599,0.85775,0.24460905682328332,2
eps_sweep,5,0.2,100,4000,0.3,22,0.05174253755852256,0.9398716922047113,0.87125,0.3513041652408648,2
eps_sweep,5,0.2,100,4000,0.3,23,0.05461202980158478,0.9218443609758821,0.764,0.21229721135579924,3
eps_sweep,5,0.2,100,4000,0.3,24,0.057587110281846,0.9408333754586903,0.85025,0.30563833341498703,4
eps_sweep,5,0.2,100,4000,0.3,25,0.07355399156770956,0.922042633192421,0.76775,0.2180788181903124,3
eps_sweep,5,0.2,100,4000,0.3,26,0.06188066651794725,0.9407451981472282,0.8735,0.26825863548466355,2
eps_sweep,5,0.2,100,4000,0.3,27,0.06775503215146081,0.9357466414831728,0.8165,0.2685261387747195,3
eps_sweep,5,0.2,100,4000,0.3,28,0.06133142061986619,0.9237381591934043,0.77425,0.20508167237504718,3
eps_sweep,5,0.2,100,4000,0.3,29,0.07433461764894071,0.9314286041519719,0.813,0.23615726272992693,3
eps_sweep,5,0.3,100,4000,0.3,0,0.04837455968733001,0.9436084596666195,0.88675,0.26323021781019695,2
eps_sweep,5,0.3,100,4000,0.3,1,0.052228003581524046,0.9497566658133734,0.90125,0.2800963491179642,2
eps_sweep,5,0.3,100,4000,0.3,2,0.05270853124455957,0.9515109900511713,0.91425,0.3513041652396332,2
eps_sweep,5,0.3,100,4000,0.3,3,0.042895305387907125,0.9433893161811359,0.8815,0.2738804741844149,2
eps_sweep,5,0.3,100,4000,0.3,4,0.05125499263104345,0.9513375042951475,0.91525,0.34030595833926913,2
eps_sweep,5,0.3,100,4000,0.3,5,0.05174476622943034,0.9512839148733664,0.90125,0.2454952947182427,2
eps_sweep,5,0.3,100,4000,0.3,6,0.05674714092562441,0.9534169182955258,0.91475,0.2869069410391743,2
eps_sweep,5,0.3,100,4000,0.3,7,0.04082649549753969,0.9421061394390222,0.88775,0.28690694105860953,2
eps_sweep,5,0.3,100,4000,0.3,8,0.04188101846955528,0.9432350086133637,0.87775,0.2869069410557681,2
eps_sweep,5,0.3,100,4000,0.3,9,0.04484022720444305,0.9543725016169875,0.91075,0.3513041652501719,2
eps_sweep,5,0.3,100,4000,0.3,10,0.05353626932308354,0.9473542890656673,0.89575,0.24460905683557674,2
eps_sweep,5,0.3,100,4000,0.3,11,8.182839465536622e-13,0.9634732791085305,0.97125,0.3233003435021645,1
eps_sweep,5,0.3,100,4000,0.3,12,1.7467115077928702e-10,0.9524314964278753,0.951,0.32330874938532955,1
eps_sweep,5,0.3,100,4000,0.3,13,0.05958062918363284,0.9554529938023846,0.91775,0.25495151000234495,2
eps_sweep,5,0.3,100,4000,0.3,14,0.0604693845721364,0.9525870242580738,0.91225,0.24697246536543332,2
eps_sweep,5,0.3,100,4000,0.3,15,0.04433873549569343,0.9475882812203095,0.896,0.34030595834998967,2
eps_sweep,5,0.3,100,4000,0.3,16,0.046391824041492405,0.9424370296447392,0.88025,0.24549529472356402,2
eps_sweep,5,0.3,100,4000,0.3,17,0.04529174662830941,0.9452209125113284,0.8905,0.2490407301092521,2
eps_sweep,5,0.3,100,4000,0.3,18,0.054385027708733824,0.9501453877619569,0.9,0.24904073010025288,2
eps_sweep,5,0.3,100,4000,0.3,19,0.06343441692720729,0.9582214613234568,0.92375,0.30231532671460476,2
eps_sweep,5,0.3,100,4000,0.3,20,0.053381712587768755,0.9483119208991099,0.90425,0.30231532672112565,2
eps_sweep,5,0.3,100,4000,0.3,21,1.9306094432792654e-11,0.9511990305924126,0.95,0.32330034377072336,1
eps_sweep,5,0.3,100,4000,0.3,22,0.04548373575777067,0.9487992653014873,0.8935,0.24549529472500534,2
eps_sweep,5,0.3,100,4000,0.3,23,0.04078856803459667,0.9471008528770265,0.8935,0.32011239216832793,2
eps_sweep,5,0.3,100,4000,0.3,24,0.08097738963869264,0.9616011344217469,0.93925,0.24431365494754892,2
eps_sweep,5,0.3,100,4000,0.3,25,0.06469985324103082,0.961211050886568,0.9295,0.2587946709731768,2
eps_sweep,5,0.3,100,4000,0.3,26,0.059187212463445965,0.9534134983397042,0.91375,0.24431365495537818,2
eps_sweep,5,0.3,100,4000,0.3,27,0.0682063299764254,0.9596792128803645,0.93075,0.2632302177975133,2
eps_sweep,5,0.3,100,4000,0.3,28,0.054894291984709104,0.9496514134099661,0.905,0.29431299622270457,2
eps_sweep,5,0.3,100,4000,0.3,29,0.05780652071999978,0.9587566625941079,0.92175,0.28009634911372827,2
eps_sweep,5,0.5,100,4000,0.3,0,8.99208637704573e-15,0.9730706586345643,0.99725,0.32330034350239767,1
eps_sweep,5,0.5,100,4000,0.3,1,3.3727652652909984e-15,0.9728453428016316,0.9965,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,2,1.8305578477152315e-15,0.9753618368249802,0.99825,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,3,9.994013889332278e-15,0.9749238981348735,0.997,0.32330034350239767,1
eps_sweep,5,0.5,100,4000,0.3,4,6.13440828209938e-15,0.974874910254483,0.9975,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,5,2.5193743696611144e-14,0.97479128237144,0.9975,0.3233003435023948,1
eps_sweep,5,0.5,100,4000,0.3,6,8.36484406102331e-15,0.9747521120073259,0.99825,0.32330034350239767,1
eps_sweep,5,0.5,100,4000,0.3,7,6.1488330992807864e-15,0.9726108758253166,0.996,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,8,2.0809591572715423e-15,0.9770389231745796,0.998,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,9,2.6695710598783136e-13,0.9737728655688255,0.995,0.3233003435023708,1
eps_sweep,5,0.5,100,4000,0.3,10,6.8799740559266604e-15,0.9731541953254865,0.99675,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,11,2.621211253130632e-14,0.9711560584398049,0.9965,0.3233003435023974,1
eps_sweep,5,0.5,100,4000,0.3,12,2.1412294683992606e-14,0.9747641026653461,0.9965,0.32330034350239745,1
eps_sweep,5,0.5,100,4000,0.3,13,1.2478676974047086e-14,0.972130947612858,0.99725,0.3233003435023976,1
eps_sweep,5,0.5,100,4000,0.3,14,4.555918276649373e-15,0.9741214258259107,0.99725,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,15,3.0356265210877937e-15,0.9751594180494408,0.998,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,16,8.009729447476982e-15,0.9767040925224433,0.99725,0.32330034350239767,1
eps_sweep,5,0.5,100,4000,0.3,17,4.392427487583604e-15,0.9769477173982695,0.9985,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,18,1.158012715472934e-14,0.974068109747303,0.997,0.32330034350239767,1
eps_sweep,5,0.5,100,4000,0.3,19,8.881057318703145e-15,0.9758927844885422,0.99875,0.32330034350239767,1
eps_sweep,5,0.5,100,4000,0.3,20,2.35947669375465e-15,0.9756425669701826,0.99825,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,21,2.396148018860862e-15,0.9720504772600789,0.99675,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,22,1.4727665387636052e-14,0.9714219467429067,0.99675,0.32330034350239734,1
eps_sweep,5,0.5,100,4000,0.3,23,1.6510534658885367e-14,0.9719757699357429,0.99675,0.32330034350239767,1
eps_sweep,5,0.5,100,4000,0.3,24,2.3889260656317504e-15,0.9745582336376147,0.9985,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,25,3.804874896150932e-15,0.974538367564092,0.9985,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,26,3.4982161566158094e-15,0.9762224170765059,0.9965,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,27,3.188502970099458e-15,0.9732484991977953,0.998,0.3233003435023977,1
eps_sweep,5,0.5,100,4000,0.3,28,1.808273053505837e-14,0.9725394617995181,0.99575,0.32330034350239756,1
eps_sweep,5,0.5,100,4000,0.3,29,9.609149663289539e-15,0.9770010039662145,0.99725,0.3233003435023976,1
