condition,seed,round,opinion_var,opinion_bimodality,frac_extreme,round_diversity_entropy
static,4,0,0.08109920532055206,0.17084216480298364,0.03666666666666667,2.260318100340556
static,4,1,0.07300388166639626,0.16717072840565403,0.023333333333333334,2.2656456231065385
static,4,2,0.0655552102997597,0.1700821100285326,0.02,2.2500847280665837
static,4,3,0.06609088170024803,0.16941017150341664,0.02666666666666667,1.6938276876620937
static,4,4,0.06666457165838506,0.16962226334490776,0.02666666666666667,1.6883855034146524
static,4,5,0.06704576903043795,0.1691326543730381,0.02666666666666667,1.694451717345451
static,4,6,0.06714991050275985,0.16826432881486342,0.02666666666666667,1.7006578121788842
static,4,7,0.06822607602622575,0.16816523971370928,0.02666666666666667,1.70037405766597
static,4,8,0.0683390187064419,0.16774084932039224,0.02666666666666667,1.7116036185952874
static,4,9,0.06865497322271981,0.16849749569461667,0.02666666666666667,1.7263285502469428
static,4,10,0.06854785171252788,0.16789189734148788,0.02666666666666667,1.716742857645411
static,4,11,0.06913953632980872,0.1676758808429684,0.03,1.7258605781586491
static,4,12,0.07016575975070635,0.16690524348506044,0.03,1.7150311027327323
static,4,13,0.06995795763821334,0.16686669855519956,0.02666666666666667,1.7158320219642698
static,4,14,0.07017025158749805,0.16694340561788643,0.02666666666666667,1.7187423640463837
static,4,15,0.0699374183464745,0.16681993636850403,0.02666666666666667,1.7300907967102164
static,4,16,0.07025755859611321,0.1665192735342474,0.02666666666666667,1.7301592103728467
static,4,17,0.0701437617459384,0.16583072152466066,0.02666666666666667,1.7416851302975043
static,4,18,0.06982841346663278,0.16548195200736193,0.02666666666666667,1.7320411735106485
static,4,19,0.06969705165411147,0.16686549340236295,0.023333333333333334,1.7196690541408157
static,4,20,0.06914655214147292,0.1659396655489033,0.023333333333333334,1.7099225349098413
static,4,21,0.06911914652961788,0.1671012741446843,0.02666666666666667,1.711010682831586
static,4,22,0.06988161848380192,0.1683774940391189,0.02666666666666667,1.7117607972375344
static,4,23,0.07035444869680288,0.16849791599806094,0.023333333333333334,1.721993113629702
static,4,24,0.07056574458014524,0.1676268037330107,0.02666666666666667,1.7262696126746726
static,4,25,0.07085345571923969,0.16807293956604036,0.02666666666666667,1.7389512543833237
static,4,26,0.0711643054518755,0.16861526970028323,0.02666666666666667,1.7466391675303663
static,4,27,0.07120240208676312,0.16874306919245602,0.02666666666666667,1.7401666355540144
static,4,28,0.07119001419375183,0.1684121276043181,0.02666666666666667,1.723129269323798
static,4,29,0.07200369521824243,0.16790355317232247,0.023333333333333334,1.735562270044558
static,4,30,0.07253315561975399,0.16788379718895766,0.023333333333333334,1.7338526427300007
static,4,31,0.07276946282023616,0.16854401712767186,0.02666666666666667,1.7341445464779714
static,4,32,0.07363689131335978,0.1690751970033773,0.03,1.7430933278379688
static,4,33,0.07370727978554463,0.16887281581017585,0.03,1.7463626276162585
static,4,34,0.074327028425218,0.16856777802624098,0.03,1.7550869537302272
static,4,35,0.0745948984403632,0.16787099657622365,0.03,1.7567003921639737
static,4,36,0.0751106684727411,0.16867945781228572,0.03,1.7571651293825918
static,4,37,0.07582272936562502,0.16878904437619463,0.03,1.7515160188753933
static,4,38,0.07547759225209937,0.16864281195293077,0.03,1.7652796229559402
static,4,39,0.07563325283558403,0.16900414344527775,0.03,1.75663323328414
adaptive,0,0,0.07683769743480785,0.17170378528354302,0.03333333333333333,2.222353009488393
adaptive,0,1,0.0718042618433289,0.17499029496075827,0.03333333333333333,2.284481946631189
adaptive,0,2,0.06461690327967107,0.1774879496803835,0.02666666666666667,2.253742637112826
adaptive,0,3,0.0645129616021485,0.17924189631352885,0.02,1.6926895831212765
adaptive,0,4,0.0644639963903213,0.180359261852692,0.02,1.6877204994410717
adaptive,0,5,0.06463603333112075,0.1795055623928074,0.023333333333333334,1.6886815203895118
adaptive,0,6,0.06518388325840642,0.17949389840434826,0.023333333333333334,1.6885164387125267
adaptive,0,7,0.06518115956757708,0.17942240936853068,0.02,1.698020719412041
adaptive,0,8,0.06569003209183188,0.1806047154818034,0.02,1.684032172438493
adaptive,0,9,0.06590023115409588,0.18087660756593757,0.016666666666666666,1.6902276443579733
adaptive,0,10,0.06617669660567709,0.1804725151940863,0.016666666666666666,1.6973632483750247
adaptive,0,11,0.06652467036152604,0.18179560127184316,0.02,1.689364968944109
adaptive,0,12,0.06670514104900346,0.18241176269315185,0.02,1.6854857207320633
adaptive,0,13,0.06719374971611929,0.18244301756859163,0.02,1.7030498327379013
adaptive,0,14,0.0676314186377549,0.1824463394694739,0.023333333333333334,1.6969577635911302
adaptive,0,15,0.06760508676295408,0.18160011043033583,0.016666666666666666,1.7099391910002
adaptive,0,16,0.06813627151217995,0.18091695400597463,0.023333333333333334,1.7040947964465225
adaptive,0,17,0.06769587947428637,0.18170719507200225,0.023333333333333334,1.7054306756183422
adaptive,0,18,0.06775180050704674,0.18273668125021025,0.02,1.7029490209135307
adaptive,0,19,0.06750339199416135,0.1821893593623778,0.02,1.7026695584525458
adaptive,0,20,0.06767987409589539,0.18323348910565343,0.02,1.6895068811255225
adaptive,0,21,0.06756458855549873,0.18321359944829532,0.02,1.6863665650100845
adaptive,0,22,0.0680729294300204,0.1826519560240287,0.023333333333333334,1.6932455574665302
adaptive,0,23,0.068273901819395,0.18223367700815532,0.023333333333333334,1.701547005700208
adaptive,0,24,0.06833553900598772,0.18214462054143513,0.023333333333333334,1.7012021331354448
adaptive,0,25,0.0683509456798892,0.18352575196005283,0.023333333333333334,1.7012707781900098
adaptive,0,26,0.06847562210617351,0.18397135059720512,0.023333333333333334,1.703338022907141
adaptive,0,27,0.06797524351481797,0.18174313786636745,0.023333333333333334,1.6952629746884122
adaptive,0,28,0.06796634630781483,0.18202793891931937,0.02,1.70214790291304
adaptive,0,29,0.06764416132159669,0.18195428444935544,0.02,1.6922777545865344
adaptive,0,30,0.06794185861483622,0.18086490049139103,0.023333333333333334,1.6801951246107552
adaptive,0,31,0.06818338186989405,0.180651112675801,0.02666666666666667,1.6861736436762373
adaptive,0,32,0.06833338343707686,0.17890697726799087,0.02666666666666667,1.7072863850363529
adaptive,0,33,0.06907901982097552,0.1789873943872972,0.02666666666666667,1.6988104250022373
adaptive,0,34,0.06935043792709496,0.18024774180679987,0.02666666666666667,1.698665231779832
adaptive,0,35,0.07012807448762184,0.18017393125490544,0.023333333333333334,1.695503736095965
adaptive,0,36,0.06998287240248142,0.17910407633689626,0.03,1.7025905483786756
adaptive,0,37,0.07035644504410993,0.17992678078339844,0.03,1.697308501751232
adaptive,0,38,0.07088921327372676,0.17950805863348718,0.03333333333333333,1.7048812956079349
adaptive,0,39,0.07095006029866899,0.17998699960108305,0.03,1.7047776413850828
adaptive,1,0,0.06811549257566657,0.15667699651544884,0.02,2.2571487672274264
adaptive,1,1,0.06214663608459985,0.15930818665873447,0.02,2.2463618307812805
adaptive,1,2,0.054801492434526,0.1667147328770852,0.01,2.2475897679003403
adaptive,1,3,0.05535181004058411,0.1658161455307186,0.01,1.6059482835323071
adaptive,1,4,0.05551858568184931,0.167867799838476,0.01,1.6094377233282071
adaptive,1,5,0.05553335798637924,0.16749188831837575,0.01,1.6259881361011002
adaptive,1,6,0.05573106977241693,0.16647866890677196,0.01,1.6252346921178285
adaptive,1,7,0.05581686064688822,0.16710116693176905,0.01,1.6316244705075957
adaptive,1,8,0.055904631655559006,0.16745746729653688,0.01,1.6253496509678356
adaptive,1,9,0.05575612529497184,0.1669417691456008,0.01,1.6163359938442579
adaptive,1,10,0.055453128077958894,0.16770523039871052,0.01,1.6217477342447237
adaptive,1,11,0.05528501911026339,0.16800651088523808,0.01,1.608704364597112
adaptive,1,12,0.055312261183684465,0.16820750345447116,0.01,1.6129785379054264
adaptive,1,13,0.054961094935713085,0.16954889888250482,0.013333333333333334,1.6175865846927113
adaptive,1,14,0.05509296092546573,0.17066805194960943,0.01,1.6139180507064812
adaptive,1,15,0.055526389791036204,0.16975408464709169,0.01,1.6096508633293247
adaptive,1,16,0.055501669869497096,0.16955765632302375,0.01,1.6259511495079075
adaptive,1,17,0.05615055128364483,0.16908596016259744,0.01,1.6003150123400751
adaptive,1,18,0.05616196794729888,0.16829973648564028,0.01,1.6064958501665378
adaptive,1,19,0.055844869837432184,0.1686487293418436,0.01,1.6308694659966225
adaptive,1,20,0.05570022736570246,0.16813138677643258,0.01,1.6314795658185843
adaptive,1,21,0.05614472569086118,0.1684588242323882,0.01,1.6168264286574603
adaptive,1,22,0.05661753015756354,0.16978739459157288,0.01,1.626848664760776
adaptive,1,23,0.05695144057490121,0.16972368627158083,0.01,1.62660661700717
adaptive,1,24,0.05744814832888963,0.16877520366096027,0.01,1.6289059338144019
adaptive,1,25,0.05791810119662691,0.16903706914687913,0.01,1.6374764638926107
adaptive,1,26,0.05758097132617972,0.16990330956657726,0.01,1.6435645126154044
adaptive,1,27,0.05882113719544312,0.1705801208503063,0.01,1.6299773972147182
adaptive,1,28,0.05945458527972215,0.17139716625223336,0.01,1.642175246996942
adaptive,1,29,0.059390551125219265,0.170519000902418,0.01,1.6352708999334606
adaptive,1,30,0.05933160593420756,0.17103183276417444,0.01,1.6345095052969523
adaptive,1,31,0.05969727665796207,0.17174395502414036,0.01,1.65097691559922
adaptive,1,32,0.05962916586478284,0.17143546887939387,0.01,1.6377837854212158
adaptive,1,33,0.060464171066181766,0.17045481767913181,0.013333333333333334,1.646985479829508
adaptive,1,34,0.06031620562808912,0.1719480516431288,0.01,1.660273139965355
adaptive,1,35,0.060497398729404066,0.17176167088499833,0.013333333333333334,1.6665041529164004
adaptive,1,36,0.060800511727902705,0.17276634823311887,0.01,1.6546470813722118
adaptive,1,37,0.0608963452554552,0.17170012093604012,0.013333333333333334,1.6418803875859411
adaptive,1,38,0.060718910328904356,0.17047640729992114,0.013333333333333334,1.666967945467383
adaptive,1,39,0.06103093353538611,0.17056214220271013,0.013333333333333334,1.6566762199467437
adaptive,2,0,0.08146941020090995,0.17175058944932112,0.04,2.261628888781645
adaptive,2,1,0.07284897290381515,0.16812737774752298,0.03333333333333333,2.268020476023453
adaptive,2,2,0.06657165814490446,0.1671068800309066,0.03,2.2566279892575083
adaptive,2,3,0.06694357534020026,0.16702872296407875,0.02666666666666667,1.6899191134433644
adaptive,2,4,0.06749401378101423,0.16617623338251886,0.03,1.6706968357057441
adaptive,2,5,0.06748348998861042,0.16709452589934476,0.03,1.6908768416836701
adaptive,2,6,0.06813448463139091,0.1670543918703533,0.03,1.6907000074811855
adaptive,2,7,0.0684069904660754,0.16630073338746462,0.03,1.6851750110118706
adaptive,2,8,0.06852876148224443,0.16616553630807135,0.03333333333333333,1.6930461221869244
adaptive,2,9,0.06843281350815632,0.16665966898047874,0.03333333333333333,1.6870655628922253
adaptive,2,10,0.06808130668352604,0.16624027386534532,0.03333333333333333,1.7006769088326306
adaptive,2,11,0.06824711295398524,0.16651564407323527,0.03,1.68807521848911
adaptive,2,12,0.0687410185564105,0.16746085197854238,0.03,1.6974102821382027
adaptive,2,13,0.06908464255340636,0.16713779887152275,0.03,1.6975818842559018
adaptive,2,14,0.06918646740424797,0.16668366204803933,0.03,1.7004394104898723
adaptive,2,15,0.06901588454524057,0.16620768371039166,0.03,1.7147876231303127
adaptive,2,16,0.06955798183673689,0.16629395929746302,0.03333333333333333,1.696559471437139
adaptive,2,17,0.07018510698861799,0.16629610905934059,0.03,1.7104185902837665
adaptive,2,18,0.07024892657416933,0.16592339975430892,0.02666666666666667,1.7051482515175729
adaptive,2,19,0.07063144269520122,0.16566364705318687,0.02666666666666667,1.6950699507374969
adaptive,2,20,0.07068167546825309,0.16643712118762483,0.02666666666666667,1.7071427390122804
adaptive,2,21,0.07085374769612829,0.16678458580287417,0.03333333333333333,1.6945593697729602
adaptive,2,22,0.07104042810153736,0.16728704073028855,0.03,1.718504848656123
adaptive,2,23,0.07143457466283384,0.1673158000330186,0.03333333333333333,1.70563002009031
adaptive,2,24,0.07196146584785824,0.16733771899997107,0.03333333333333333,1.7185353403591666
adaptive,2,25,0.07216219771618947,0.16716613605159344,0.03333333333333333,1.7334485193398566
adaptive,2,26,0.07205723771440646,0.16724321305015077,0.03333333333333333,1.7187128930262596
adaptive,2,27,0.07236334951435978,0.1668835523077965,0.03333333333333333,1.717455468283708
adaptive,2,28,0.07227097866011253,0.16709920044285625,0.03333333333333333,1.7236779094961063
adaptive,2,29,0.0724529325721555,0.16611645586780735,0.03333333333333333,1.7208405022694984
adaptive,2,30,0.07322489142056919,0.1663384236451097,0.03333333333333333,1.7218038794077954
adaptive,2,31,0.07354729566851456,0.16625910603595392,0.03333333333333333,1.7166657338918436
adaptive,2,32,0.07363078802697945,0.16637800852730272,0.03666666666666667,1.7331619032285384
adaptive,2,33,0.07360525926764647,0.16577321661501926,0.03666666666666667,1.7362330851734942
adaptive,2,34,0.07353833745029824,0.16550473349774067,0.03666666666666667,1.7330542055344516
adaptive,2,35,0.07345624616908163,0.1663153383497797,0.03666666666666667,1.7486806127047785
adaptive,2,36,0.07341013009841743,0.16620903021487754,0.03666666666666667,1.7277802165431007
adaptive,2,37,0.07388132245304507,0.16594250887331227,0.03,1.7493419306221445
adaptive,2,38,0.07395883417375357,0.16682958471623982,0.03,1.7344605623477896
adaptive,2,39,0.07388877197544261,0.16676000070561894,0.02666666666666667,1.7422600524629743
adaptive,3,0,0.07897081061530833,0.16497381674442185,0.03666666666666667,2.254482889174045
adaptive,3,1,0.06601487492168681,0.16465514141040694,0.01,2.2519068850828314
adaptive,3,2,0.05552243196742848,0.16888487906367722,0.01,2.235350451610077
adaptive,3,3,0.05596420785690914,0.16858567098166974,0.01,1.6052745733190568
adaptive,3,4,0.055897532694324355,0.16938582849298456,0.006666666666666667,1.6052486043604755
adaptive,3,5,0.0563437212584385,0.1693374889085706,0.01,1.6119399604809674
adaptive,3,6,0.05661240019661761,0.1693725876430196,0.006666666666666667,1.6046098083567262
adaptive,3,7,0.05678624346921971,0.16922577964258168,0.006666666666666667,1.6193434155309303
adaptive,3,8,0.05706741023349102,0.17037178842885178,0.006666666666666667,1.604807765723924
adaptive,3,9,0.05763823249191316,0.1701857472349554,0.006666666666666667,1.620538161833312
adaptive,3,10,0.05788819932091902,0.17026648329309732,0.006666666666666667,1.625200402932156
adaptive,3,11,0.0581727835887157,0.17006029569756717,0.006666666666666667,1.618787390079795
adaptive,3,12,0.058633788278927394,0.16835806203031856,0.01,1.63785332878341
adaptive,3,13,0.05869934249098977,0.1683043054706059,0.01,1.6222452315085119
adaptive,3,14,0.05870156666770967,0.16779694738919598,0.006666666666666667,1.6346877104281161
adaptive,3,15,0.0584305389356358,0.16926255270410348,0.006666666666666667,1.6308154000042268
adaptive,3,16,0.0582032870462816,0.16978751637270642,0.006666666666666667,1.6178179843422615
adaptive,3,17,0.0582767133152547,0.17013291264271874,0.006666666666666667,1.6342655792705252
adaptive,3,18,0.058627984196600307,0.1704283429279955,0.006666666666666667,1.6265948746247467
adaptive,3,19,0.05880347056067104,0.17058438241206514,0.006666666666666667,1.6239615181730218
adaptive,3,20,0.05917371089512348,0.17040329311838498,0.006666666666666667,1.6380878963373284
adaptive,3,21,0.05919371687081627,0.17138355544001252,0.006666666666666667,1.635735003729153
adaptive,3,22,0.0595486815021649,0.1716303483725583,0.006666666666666667,1.6371902578869206
adaptive,3,23,0.059423648750894786,0.1713047017045216,0.006666666666666667,1.6460389978646817
adaptive,3,24,0.059924041447298605,0.17234316852939427,0.006666666666666667,1.6280795682343645
adaptive,3,25,0.059815501870418286,0.17233756972077233,0.006666666666666667,1.6310736826693328
adaptive,3,26,0.05979754262387767,0.17319155249880072,0.0033333333333333335,1.6381176574198433
adaptive,3,27,0.060701114989561704,0.17358816942164174,0.006666666666666667,1.6292938739345895
adaptive,3,28,0.061027828643470866,0.17363693625618715,0.006666666666666667,1.6405179897810962
adaptive,3,29,0.06112025116722554,0.17385775421148536,0.006666666666666667,1.6595097622128585
adaptive,3,30,0.06120824666033227,0.17353432393104976,0.006666666666666667,1.6380815059222815
adaptive,3,31,0.061498513836164136,0.1737207160004954,0.006666666666666667,1.6426050376776327
adaptive,3,32,0.061445509727785834,0.17473203420422642,0.01,1.6524221214033208
adaptive,3,33,0.06183216104384215,0.17526974602124593,0.006666666666666667,1.651317530086117
adaptive,3,34,0.06179437155789362,0.1754465263998207,0.006666666666666667,1.6373047641534857
adaptive,3,35,0.06223890567134305,0.17482497515507311,0.01,1.6302384556706233
adaptive,3,36,0.06253809214142807,0.17441462193051963,0.01,1.6366911524164491
adaptive,3,37,0.06271158893053534,0.1743715448437462,0.013333333333333334,1.6551197029717928
adaptive,3,38,0.06319572624614764,0.17406715884705554,0.013333333333333334,1.6691030565267475
adaptive,3,39,0.0632961227743191,0.1731281492976295,0.013333333333333334,1.6696456241467905
adaptive,4,0,0.08109920532055206,0.17084216480298364,0.03666666666666667,2.260318100340556
adaptive,4,1,0.07300388166639626,0.16717072840565403,0.023333333333333334,2.2656456231065385
adaptive,4,2,0.0655552102997597,0.1700821100285326,0.02,2.2500847280665837
adaptive,4,3,0.06609088170024803,0.16941017150341664,0.02666666666666667,1.6938276876620937
adaptive,4,4,0.06665563026063519,0.16960209894161088,0.02666666666666667,1.6883855034146524
adaptive,4,5,0.0670202538735694,0.16908977611988882,0.02666666666666667,1.6935836935163626
adaptive,4,6,0.0671148865814817,0.1682165601502654,0.02666666666666667,1.700325895318783
adaptive,4,7,0.06815630394642416,0.16813391506284686,0.02666666666666667,1.6999894699509226
adaptive,4,8,0.0682360390949502,0.16770961444302704,0.02666666666666667,1.7100568803242011
adaptive,4,9,0.06854385205058933,0.16844224515893233,0.02666666666666667,1.7253734872001445
adaptive,4,10,0.06845449393474232,0.16782930243684377,0.02666666666666667,1.716742857645411
adaptive,4,11,0.06898881711789358,0.16764495308810926,0.02666666666666667,1.7224587294200457
adaptive,4,12,0.06989256861238947,0.1669650565716817,0.03,1.7110428754463896
adaptive,4,13,0.06961837447760978,0.1669177325168929,0.02666666666666667,1.7124492078129758
adaptive,4,14,0.06974335416295945,0.1670061573623053,0.023333333333333334,1.7151213368718732
adaptive,4,15,0.06950073725424923,0.16683562864607437,0.023333333333333334,1.7245927073989529
adaptive,4,16,0.06974608082599336,0.1665387295775149,0.023333333333333334,1.7224099561213653
adaptive,4,17,0.06957848784919086,0.16577897746344758,0.02666666666666667,1.733337823535898
adaptive,4,18,0.06922423172534006,0.1654540043376026,0.02666666666666667,1.7249659467046887
adaptive,4,19,0.06900865293289592,0.1668227475640159,0.023333333333333334,1.70985205183366
adaptive,4,20,0.06844285943818854,0.16582042266289868,0.02,1.7064544418548964
adaptive,4,21,0.06840354489001894,0.16703154164825373,0.02666666666666667,1.701370202598546
adaptive,4,22,0.06909783233053239,0.1683587823169058,0.02,1.704611956055037
adaptive,4,23,0.06954768416141656,0.16840800336184128,0.02,1.7136395976344885
adaptive,4,24,0.0697053595124751,0.16751511283893475,0.023333333333333334,1.7139705817919408
adaptive,4,25,0.06991061771739644,0.1678632083011048,0.023333333333333334,1.7283436094119988
adaptive,4,26,0.07011648307317597,0.16840533873390207,0.023333333333333334,1.7334102019859368
adaptive,4,27,0.07009188824297587,0.16843207243336053,0.02666666666666667,1.7263369495924026
adaptive,4,28,0.06997786153228584,0.1682289521483674,0.02666666666666667,1.7049246004768055
adaptive,4,29,0.07071228718602054,0.1676981389146502,0.023333333333333334,1.723383680487598
adaptive,4,30,0.07114615161255419,0.16779963987516766,0.02,1.7228124086655485
adaptive,4,31,0.07132787022047339,0.1684604291113995,0.02666666666666667,1.7222640063761516
adaptive,4,32,0.07212007928864207,0.16896686018808607,0.02666666666666667,1.732702654730419
adaptive,4,33,0.07216012864319447,0.1687962435372831,0.03,1.7333718348951126
adaptive,4,34,0.07271467183131898,0.16829722507947334,0.02666666666666667,1.7435650867668715
adaptive,4,35,0.07289071933871895,0.16763898392014184,0.02666666666666667,1.7437379683261491
adaptive,4,36,0.07335762654001914,0.16845836361602878,0.03,1.7473913084404984
adaptive,4,37,0.07397643116476951,0.16856103769013356,0.03,1.744343136584713
adaptive,4,38,0.0735640011121677,0.16844635921859216,0.03,1.7569188535283236
adaptive,4,39,0.07361464478266651,0.16883472366111665,0.03,1.7427276460855907
adaptive_diverse,0,0,0.07683769743480785,0.17170378528354302,0.03333333333333333,2.222353009488393
adaptive_diverse,0,1,0.0718042618433289,0.17499029496075827,0.03333333333333333,2.284481946631189
adaptive_diverse,0,2,0.06461690327967107,0.1774879496803835,0.02666666666666667,2.253742637112826
adaptive_diverse,0,3,0.06334820562501799,0.17600721939871655,0.02,1.9918676537071063
adaptive_diverse,0,4,0.06009226632441926,0.17749836960909857,0.016666666666666666,1.9436234001164339
adaptive_diverse,0,5,0.055373664320771024,0.17297522415613326,0.016666666666666666,1.9371681947011825
adaptive_diverse,0,6,0.053091464496670744,0.17707831708793953,0.013333333333333334,1.979388502816967
adaptive_diverse,0,7,0.05302612465735319,0.17375354317327846,0.01,1.9583495284582235
adaptive_diverse,0,8,0.050520845006274254,0.17316436417847125,0.01,1.9540480984047004
adaptive_diverse,0,9,0.049426582214867364,0.17543266073661662,0.006666666666666667,1.9299953555806566
adaptive_diverse,0,10,0.04709077995582166,0.1778532678939065,0.006666666666666667,1.923476689241036
adaptive_diverse,0,11,0.04638757932015154,0.1775217322822625,0.01,1.9257200450151863
adaptive_diverse,0,12,0.042717208985220655,0.17128694785223675,0.0033333333333333335,1.9185793401362934
adaptive_diverse,0,13,0.04081520621901891,0.17433126738428292,0.006666666666666667,1.8771821351860243
adaptive_diverse,0,14,0.04099805667654942,0.17348931787112534,0.0033333333333333335,1.8819365979444733
adaptive_diverse,0,15,0.04226959787514533,0.1755779478925576,0.0033333333333333335,1.8722963876403371
adaptive_diverse,0,16,0.03904211159344868,0.1752284913443484,0.0,1.8934426487562934
adaptive_diverse,0,17,0.038199861872321744,0.173554035547155,0.0,1.8861314583306419
adaptive_diverse,0,18,0.03657729492614599,0.1731615207050041,0.0,1.8392615887284574
adaptive_diverse,0,19,0.034841097403369714,0.16991781812882495,0.0,1.8731733714744423
adaptive_diverse,0,20,0.03360157345917512,0.1679953198089375,0.0,1.855168253483316
adaptive_diverse,0,21,0.03275395253936767,0.16820361336800949,0.0,1.803132682671366
adaptive_diverse,0,22,0.030657251178313527,0.1741340125847244,0.0,1.8303218859660526
adaptive_diverse,0,23,0.029674323288940912,0.1766549147736091,0.0,1.826559521387311
adaptive_diverse,0,24,0.029011088563026283,0.17775086717681263,0.0,1.8087759261325975
adaptive_diverse,0,25,0.029184195553383887,0.17854643641010823,0.0,1.8295931001901078
adaptive_diverse,0,26,0.02868331482982046,0.1757080479430666,0.0,1.8160767187277973
adaptive_diverse,0,27,0.02784786098938616,0.17158369082058017,0.0,1.7681268419684275
adaptive_diverse,0,28,0.027552168645361353,0.16824602189032134,0.0,1.766975688171174
adaptive_diverse,0,29,0.02723255347454651,0.16794052219505928,0.0,1.81992068663916
adaptive_diverse,0,30,0.027009294815162448,0.17414326931113075,0.0,1.8052324465623637
adaptive_diverse,0,31,0.026100538228900672,0.1720372611046109,0.0,1.7985901416000307
adaptive_diverse,0,32,0.02590645989189848,0.1750666541239839,0.0,1.792241827663971
adaptive_diverse,0,33,0.024827274775963484,0.17162783016903965,0.0,1.7619672300071116
adaptive_diverse,0,34,0.0247404719041609,0.17352324800470242,0.0,1.7169399183236633
adaptive_diverse,0,35,0.024839573478561257,0.1755527374049408,0.0,1.7807111894607628
adaptive_diverse,0,36,0.025019634216873095,0.17407668883346988,0.0,1.7628629073895525
adaptive_diverse,0,37,0.023922272484350134,0.1750520732898044,0.0,1.748620218444661
adaptive_diverse,0,38,0.024126561693951044,0.17078855671671647,0.0,1.7793519364656203
adaptive_diverse,0,39,0.02254070683121874,0.17150809667601472,0.0,1.7449295714029334
adaptive_diverse,1,0,0.06811549257566657,0.15667699651544884,0.02,2.2571487672274264
adaptive_diverse,1,1,0.06214663608459985,0.15930818665873447,0.02,2.2463618307812805
adaptive_diverse,1,2,0.054801492434526,0.1667147328770852,0.01,2.2475897679003403
adaptive_diverse,1,3,0.0547745413746354,0.17416395531847242,0.006666666666666667,1.966348597020483
adaptive_diverse,1,4,0.052815247438949886,0.17565756570880256,0.0033333333333333335,1.9094978379403005
adaptive_diverse,1,5,0.049932678622859994,0.17757275496129685,0.0033333333333333335,1.9311903457041972
adaptive_diverse,1,6,0.04830597587826355,0.17402028485203289,0.0033333333333333335,1.916625514566286
adaptive_diverse,1,7,0.044642230464589615,0.1734729758777902,0.0033333333333333335,1.900708340499929
adaptive_diverse,1,8,0.04231903022119825,0.16848109957180318,0.0033333333333333335,1.8805696743052038
adaptive_diverse,1,9,0.03977217035253943,0.17292793603346013,0.0033333333333333335,1.8737965640987628
adaptive_diverse,1,10,0.03860241168801075,0.17428339177879362,0.0033333333333333335,1.8669651098054527
adaptive_diverse,1,11,0.037307088991901986,0.17449895366475426,0.0,1.8191940012028
adaptive_diverse,1,12,0.03504313423008704,0.16887628069616684,0.0,1.8183252857044947
adaptive_diverse,1,13,0.03337742502766182,0.1662736590791483,0.0,1.829913952643563
adaptive_diverse,1,14,0.03157501967850657,0.15894304706530962,0.0,1.8557725108058425
adaptive_diverse,1,15,0.031004144548521247,0.1612003561842841,0.0,1.8248643978205312
adaptive_diverse,1,16,0.03163901515885152,0.16409515362906987,0.0,1.7780804869021312
adaptive_diverse,1,17,0.030531548856395006,0.16947878161042015,0.0,1.8100713960969659
adaptive_diverse,1,18,0.02936846664710434,0.16952182355273207,0.0,1.81887972544533
adaptive_diverse,1,19,0.028795104198008865,0.1774577237640293,0.0,1.8159773588653865
adaptive_diverse,1,20,0.02856887481234401,0.180062325537873,0.0,1.8253133447804732
adaptive_diverse,1,21,0.029360345593334537,0.18424884041589903,0.0,1.800726818958088
adaptive_diverse,1,22,0.029850543028334967,0.1848942476653841,0.0,1.8368647934093127
adaptive_diverse,1,23,0.029162422881492834,0.1829001813860869,0.0,1.816106480751129
adaptive_diverse,1,24,0.027537385252156366,0.18567148170811626,0.0,1.8003691305744363
adaptive_diverse,1,25,0.028994677659128585,0.1845865781794189,0.0,1.8294400325923945
adaptive_diverse,1,26,0.028708867045109603,0.18488916634574493,0.0,1.8248965210132544
adaptive_diverse,1,27,0.028517420171466062,0.18385906272227542,0.0,1.8201004169257202
adaptive_diverse,1,28,0.028118544181049702,0.18942639765114624,0.0,1.8047180247164027
adaptive_diverse,1,29,0.026808560833116286,0.18647745864764453,0.0,1.832990202052862
adaptive_diverse,1,30,0.02716648083529781,0.18577223965277043,0.0,1.8328267923010135
adaptive_diverse,1,31,0.026975882569147625,0.1820581976320034,0.0,1.815487116338337
adaptive_diverse,1,32,0.027040038593512263,0.1782927880743453,0.0,1.808908566651441
adaptive_diverse,1,33,0.026671594939120524,0.17923559974026135,0.0,1.769601635617013
adaptive_diverse,1,34,0.026384212257148095,0.17779531409893282,0.0,1.794298656944659
adaptive_diverse,1,35,0.025311332786723664,0.17698380287150173,0.0,1.7451125443115347
adaptive_diverse,1,36,0.025748338954157082,0.1721755642351726,0.0,1.7656961583825634
adaptive_diverse,1,37,0.026409954871793075,0.1752078414980562,0.0,1.7690566506587673
adaptive_diverse,1,38,0.025831622917477533,0.1714431995204203,0.0,1.7603105664848206
adaptive_diverse,1,39,0.024672699792901612,0.1731340153976073,0.0,1.7817461901040352
adaptive_diverse,2,0,0.08146941020090995,0.17175058944932112,0.04,2.261628888781645
adaptive_diverse,2,1,0.07284897290381515,0.16812737774752298,0.03333333333333333,2.268020476023453
adaptive_diverse,2,2,0.06657165814490446,0.1671068800309066,0.03,2.2566279892575083
adaptive_diverse,2,3,0.06447252330300725,0.16794948436797394,0.023333333333333334,1.9942567177002342
