team_acc,human_acc,ai_acc,comply_rate,over_reliance,under_reliance,final_trust,complementarity,sweep,value,p_ai,seed
0.7695333333333333,0.6494666666666666,0.7498333333333334,0.786,0.619053964023984,0.1583018448544121,0.7492763157894737,0.01969999999999994,conf_beta,1.0,0.75,3
0.7715666666666666,0.652,0.7526333333333334,0.782,0.6186497776579976,0.1643119713007662,0.7488486842105263,0.018933333333333247,conf_beta,1.0,0.75,4
0.7648666666666667,0.6458,0.7480333333333333,0.7797666666666667,0.6232305860563566,0.16750590437146295,0.7463486842105262,0.016833333333333367,conf_beta,1.0,0.75,5
0.7659,0.6512333333333333,0.7492666666666666,0.7788333333333334,0.6188513693166711,0.16763057211495686,0.7462993421052632,0.01663333333333339,conf_beta,1.0,0.75,6
0.7688333333333334,0.6549,0.7478666666666667,0.7835,0.6159439450026442,0.16001069709395616,0.7451151315789474,0.02096666666666669,conf_beta,1.0,0.75,7
0.7665,0.6505666666666666,0.7496333333333334,0.7831666666666667,0.6222873119424843,0.16310196095869092,0.7466118421052633,0.016866666666666585,conf_beta,1.0,0.75,8
0.7697666666666667,0.6508,0.7508333333333334,0.7817666666666667,0.6108361204013378,0.16150943396226414,0.7473026315789474,0.018933333333333358,conf_beta,1.0,0.75,9
0.7713666666666666,0.653,0.7503,0.7788333333333334,0.6128687758643706,0.16593362654938024,0.7449013157894737,0.021066666666666678,conf_beta,1.0,0.75,10
0.7677666666666667,0.6483,0.7508666666666667,0.7811333333333333,0.6168049237356168,0.1643434253751221,0.7483388157894737,0.016900000000000026,conf_beta,1.0,0.75,11
0.7676666666666667,0.6501,0.7485666666666667,0.7824666666666666,0.6200450749038844,0.16297813599323152,0.7460526315789474,0.019100000000000006,conf_beta,1.0,0.75,12
0.7725333333333333,0.6507,0.7529666666666667,0.7798333333333334,0.6088247200107948,0.16406215414582317,0.7469407894736841,0.01956666666666662,conf_beta,1.0,0.75,13
0.7712,0.6496666666666666,0.7523,0.7859,0.6258915354595613,0.16141610173246487,0.7476480263157894,0.018900000000000028,conf_beta,1.0,0.75,14
0.7681,0.6501333333333333,0.7456,0.7783333333333333,0.6053459119496856,0.16264306151645208,0.7454605263157894,0.022499999999999964,conf_beta,1.0,0.75,15
0.7705,0.6549666666666667,0.7495333333333334,0.7834333333333333,0.6144530210274155,0.16009961753980254,0.7465789473684211,0.020966666666666578,conf_beta,1.0,0.75,16
0.7691333333333333,0.6481666666666667,0.7451,0.7785333333333333,0.6041584935268732,0.1618127320717577,0.7432236842105263,0.02403333333333335,conf_beta,1.0,0.75,17
0.7698666666666667,0.6507666666666667,0.7509,0.7813666666666667,0.6184932423390874,0.16460247702756692,0.748092105263158,0.018966666666666687,conf_beta,1.0,0.75,18
0.7690666666666667,0.6480333333333334,0.7488666666666667,0.784,0.6210512344040351,0.1613549363482596,0.746875,0.020199999999999996,conf_beta,1.0,0.75,19
0.8452,0.6508666666666667,0.8495333333333334,0.8765,0.745680106335844,0.10032959271757043,0.8454111842105263,-0.004333333333333411,conf_beta,1.0,0.85,0
0.8469333333333333,0.6464666666666666,0.8501333333333333,0.8828666666666667,0.751779359430605,0.09402446675031367,0.8472368421052632,-0.0031999999999999806,conf_beta,1.0,0.85,1
0.8446,0.6522666666666667,0.8479,0.8794333333333333,0.7378917378917379,0.09517631796202382,0.8437171052631579,-0.0032999999999999696,conf_beta,1.0,0.85,2
0.8491666666666666,0.6454666666666666,0.8526666666666667,0.8845666666666666,0.7520361990950226,0.09253322908522282,0.8463980263157894,-0.0035000000000000586,conf_beta,1.0,0.85,3
0.8482333333333333,0.6482333333333333,0.8522666666666666,0.8781666666666667,0.7382671480144405,0.09758291614518148,0.8455756578947369,-0.004033333333333333,conf_beta,1.0,0.85,4
