team_acc,human_acc,ai_acc,comply_rate,over_reliance,under_reliance,final_trust,complementarity,label,eta_up,eta_down,ratio,p_ai,seed
0.8074333333333333,0.6536666666666666,0.8517666666666667,0.5881666666666666,0.3534967393748595,0.37099362110124057,0.504142011746744,-0.044333333333333336,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,2
0.8005666666666666,0.6532333333333333,0.8486333333333334,0.5768666666666666,0.35454745650737723,0.3834793196904827,0.4735311673662494,-0.0480666666666667,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,3
0.8030333333333334,0.6469666666666667,0.8518333333333333,0.5862,0.3505061867266592,0.3728037566034044,0.48443066252371253,-0.048799999999999955,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,4
0.8011333333333334,0.6521,0.8482666666666666,0.5748666666666666,0.3578646748681898,0.3863171958503615,0.48088971170646794,-0.04713333333333325,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,5
0.7973333333333333,0.6519,0.8476,0.5721333333333334,0.35389326334208226,0.3886267107126003,0.4843366122613952,-0.05026666666666668,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,6
0.7995333333333333,0.6509,0.8519333333333333,0.5868,0.3631247185952274,0.3743250645590422,0.47907634118597303,-0.0524,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,7
0.7985666666666666,0.6485333333333333,0.8501333333333333,0.5797,0.3527580071174377,0.380293287327478,0.49265894288611844,-0.05156666666666665,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,8
0.8032333333333334,0.6469,0.8546,0.5894333333333334,0.35786336542870245,0.3711677978001404,0.4860301737255563,-0.05136666666666667,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,9
0.7972,0.6456,0.8524333333333334,0.5815666666666667,0.36548452676756266,0.3810268642709107,0.4976620528575569,-0.055233333333333356,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,10
0.8001333333333334,0.6497333333333334,0.8461333333333333,0.5753333333333334,0.34077123050259966,0.38201229120705954,0.47410472620930655,-0.04599999999999993,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,11
0.8047,0.6508333333333334,0.8522666666666666,0.5853333333333334,0.35446750902527074,0.3746479974968711,0.49627997155961606,-0.047566666666666646,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,12
0.8021,0.6501,0.8523333333333334,0.5914666666666667,0.3729119638826185,0.3706687524442706,0.47751944523153056,-0.05023333333333335,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,13
0.7962666666666667,0.6488,0.8484333333333334,0.5773,0.34924125797228944,0.3819589046477822,0.480703457537378,-0.052166666666666694,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,14
0.8006333333333333,0.6535,0.8477333333333333,0.5767,0.35310858143607704,0.3831393519974835,0.4765404883575355,-0.04710000000000003,fixed_ed_lo_eu,0.04,0.24,6.0,0.85,15
